Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité
2014-09;Rhône Alpes;28760.0;28490.0;270.0;2870.0;89.92628992628993
2014-10;Rhône Alpes;30531.0;30064.0;467.0;3580.0;88.09207025013305
2014-11;Rhône Alpes;27300.0;26846.0;454.0;3758.0;86.0016389778738
2014-12;Rhône Alpes;26575.0;25583.0;992.0;3587.0;85.97897041003792
2015-01;Rhône Alpes;29933.0;29530.0;403.0;3271.0;88.92312902133423
2015-02;Rhône Alpes;27776.0;26753.0;1023.0;3598.0;86.55104100474713
2015-03;Rhône Alpes;29488.0;29096.0;392.0;2773.0;90.46948034094034
2015-04;Rhône Alpes;27854.0;27534.0;320.0;2724.0;90.1067770756156
2015-05;Rhône Alpes;26627.0;26319.0;308.0;2684.0;89.80204415061363
2015-06;Rhône Alpes;28458.0;28068.0;390.0;3149.0;88.78081801339604
2015-07;Rhône Alpes;27129.0;26601.0;528.0;3408.0;87.18845156197135
2015-08;Rhône Alpes;26631.0;26341.0;290.0;2403.0;90.87733950875062
2015-09;Rhône Alpes;28859.0;28318.0;541.0;3494.0;87.66155801963416
2015-10;Rhône Alpes;28761.0;28386.0;375.0;3281.0;88.44148523920242
2015-11;Rhône Alpes;27732.0;26978.0;754.0;3705.0;86.26658758988806
2015-12;Rhône Alpes;28268.0;27895.0;373.0;3211.0;88.48897651908945
2016-01;Rhône Alpes;29464.0;29119.0;345.0;3382.0;88.3855901644974
2016-02;Rhône Alpes;26764.0;26330.0;434.0;3328.0;87.36042537030004
2016-03;Rhône Alpes;27852.0;27451.0;401.0;3435.0;87.48679465228953
2016-04;Rhône Alpes;25639.0;25346.0;293.0;3069.0;87.8915805255267
2016-05;Rhône Alpes;24362.0;24012.0;350.0;2851.0;88.12676994835915
2016-06;Rhône Alpes;19905.0;19593.0;312.0;3143.0;83.95855662736692
2016-07;Rhône Alpes;26081.0;25678.0;403.0;2876.0;88.79975075940494
2016-08;Rhône Alpes;25822.0;25533.0;289.0;2405.0;90.58081698194492
2016-09;Rhône Alpes;27955.0;27493.0;462.0;3846.0;86.01098461426545
2016-10;Rhône Alpes;27154.0;26802.0;352.0;3652.0;86.37415118274755
2016-11;Rhône Alpes;26300.0;25916.0;384.0;4506.0;82.61305757061275
2016-12;Rhône Alpes;28178.0;27760.0;418.0;4190.0;84.90634005763688
2017-01;Rhône Alpes;30662.0;30135.0;527.0;4376.0;85.47867927658868
2017-02;Rhône Alpes;27431.0;27157.0;274.0;3193.0;88.24244209596053
2017-03;Rhône Alpes;30775.0;30095.0;680.0;3542.0;88.23060309021432
2017-04;Rhône Alpes;26347.0;26011.0;336.0;2759.0;89.39294913690361
2017-05;Rhône Alpes;27889.0;27305.0;584.0;3277.0;87.99853506683758
2017-06;Rhône Alpes;27624.0;27178.0;446.0;3405.0;87.47148428876297
2017-07;Rhône Alpes;27172.0;26755.0;417.0;3105.0;88.39469258082602
2017-08;Rhône Alpes;26728.0;26364.0;364.0;2793.0;89.40600819299044
2017-09;Rhône Alpes;27958.0;27669.0;289.0;2914.0;89.5
2017-10;Rhône Alpes;28892.0;28440.0;452.0;3408.0;88.0
2017-11;Rhône Alpes;27796.0;27430.0;366.0;3622.0;86.79547940211447
2017-12;Rhône Alpes;31150.0;30607.0;543.0;4146.0;86.45407913222465
